,Term,Category
54436,Tramagetic Retard DEPOTtab 75 mg,SUBSTANCE
54437,Tramal,SUBSTANCE
54438,Tramal Inj/inf væske 100 mg/2 ml,SUBSTANCE
54439,Tramazolin,SUBSTANCE
54440,Tramazoline,SUBSTANCE
54441,Trametinib,SUBSTANCE
54442,"Trametinib Tab 0,5 mg",SUBSTANCE
54443,Trametinib Tab 2 mg,SUBSTANCE
54444,Trampalgin,SUBSTANCE
54445,"Trampalgin Tab 37,5 mg/325 mg",SUBSTANCE
54446,Tran,SUBSTANCE
54447,Trandate Inj væske 5 mg/ml,SUBSTANCE
54448,Trandate Tab 100 mg,SUBSTANCE
54449,Trandate Tab 200 mg,SUBSTANCE
54450,Trandolapril,SUBSTANCE
54451,Trandolapril og verapamil,SUBSTANCE
54452,Tranebær,SUBSTANCE
54453,Tranebær Mikst 93 mg/ml,SUBSTANCE
54454,"Tranebær, tørket",SUBSTANCE
54455,Tranebærekstrakt,SUBSTANCE
54456,Traneksamsyre,SUBSTANCE
54457,Traneksamsyre Tab 500 mg,SUBSTANCE
54458,Tranexamic acid,SUBSTANCE
54459,Tranexamic acid Stragen,SUBSTANCE
54460,Tranexamic acid Stragen Inj/inf væske 100 mg/ml,SUBSTANCE
54461,Transiderm-Nitro,SUBSTANCE
54462,Transiderm-Nitro Depotplaster 10 mg/24 timer,SUBSTANCE
54463,Transiderm-Nitro Depotplaster 5 mg/24 timer,SUBSTANCE
54464,Translarna,SUBSTANCE
54465,Translarna Gran til mikst 1000 mg,SUBSTANCE
54466,Translarna Gran til mikst 125 mg,SUBSTANCE
54467,Translarna Gran til mikst 250 mg,SUBSTANCE
54468,Transtec,SUBSTANCE
54469,Transtec Depotplaster 35 mikrog/time,SUBSTANCE
54470,Transtec Depotplaster 70 mikrog/time,SUBSTANCE
54471,Tranvitaminkonsentrat Av Fiskeleveroljer,SUBSTANCE
54472,Tranvitaminkonsentrat av fiskeleverolje,SUBSTANCE
54473,Tranylcypromin,SUBSTANCE
54474,Tranylcypromine,SUBSTANCE
54475,Tranylcypromine Sulphate,SUBSTANCE
54476,Tranylcypromine Tab 10 mg,SUBSTANCE
54477,Tranylcyprominsulfat,SUBSTANCE
54478,Trapidil,SUBSTANCE
54479,Trastuzumab emtasine,SUBSTANCE
54480,Trastuzumabemtansin,SUBSTANCE
54481,Travatan,SUBSTANCE
54482,Travatan Øyedr 40 mikrog/ml,SUBSTANCE
54483,Travoprost,SUBSTANCE
54484,Travoprost Øyedr 40 mikrog/ml,SUBSTANCE
54485,Travoprost/Timolol Medical Valley,SUBSTANCE
54486,Travoprost/Timolol Medical Valley Øyedr 40 mikrog/ml/5 mg/ml,SUBSTANCE
54487,Travoprost/Timolol Mylan,SUBSTANCE
54488,Travoprost/Timolol Mylan Øyedr 40 mikrog/ml/5 mg/ml,SUBSTANCE
54489,Travoprost/Timolol Øyedr 40 mikrog/ml/5 mg/ml,SUBSTANCE
54490,Trazimera,SUBSTANCE
54491,Trazimera Pulv til kons til inf væske 150 mg,SUBSTANCE
54492,Trazimera Pulv til kons til inf væske 420 mg,SUBSTANCE
54493,Trazodon,SUBSTANCE
54494,Trazodon Tab 100 mg,SUBSTANCE
54495,Trazodone,SUBSTANCE
54496,Trazodone Hydrochloride,SUBSTANCE
54497,Trazodonhydroklorid,SUBSTANCE
54498,Trecondi,SUBSTANCE
54499,Trecondi Pulv til inf væske 1 g,SUBSTANCE
54500,Trecondi Pulv til inf væske 5 g,SUBSTANCE
54501,Tredje generasjon cefalosporiner,SUBSTANCE
54502,Trehalose,SUBSTANCE
54503,Trelegy Ellipta,SUBSTANCE
54504,Trelegy Ellipta Inh pulv 92 mikrog/55 mikrog/22 mikrog,SUBSTANCE
54505,Tremfya,SUBSTANCE
54506,Tremfya Inj væske 100 mg/penn,SUBSTANCE
54507,Tremfya Inj væske 100 mg/sprøyte,SUBSTANCE
54508,Trenonacog alfa,SUBSTANCE
54509,Trenonakog alfa,SUBSTANCE
54510,Trental,SUBSTANCE
54511,Trental DEPOTtab 400 mg,SUBSTANCE
54512,Treo comp,SUBSTANCE
54513,Treo comp Tab 500 mg/50 mg/30 mg,SUBSTANCE
54514,Treosulfan,SUBSTANCE
54515,Treosulfan macure,SUBSTANCE
54516,Treosulfan macure Pulv til inf væske 5 g,SUBSTANCE
54517,Trepeonbark,SUBSTANCE
54518,Trepollen,SUBSTANCE
54519,Treprostinil,SUBSTANCE
54520,Treprostinil Sodium,SUBSTANCE
54521,Treprostinilnatrium,SUBSTANCE
54522,Tresiba,SUBSTANCE
54523,Tresiba Inj væske 100 E/ml,SUBSTANCE
54524,Tresiba Inj væske 200 E/ml,SUBSTANCE
54525,Tretinoin,SUBSTANCE
54526,Tretinoin SA,SUBSTANCE
54527,"Tretinoin SA Øyedr 0,5 mg/ml",SUBSTANCE
54528,Tretokinol,SUBSTANCE
54529,Trevicta,SUBSTANCE
54530,Trevicta Dep inj væske 175 mg/sprøyte,SUBSTANCE
54531,Trevicta Dep inj væske 263 mg/sprøyte,SUBSTANCE
54532,Trevicta Dep inj væske 350 mg/sprøyte,SUBSTANCE
54533,Trevicta Dep inj væske 525 mg/sprøyte,SUBSTANCE
54534,Tri-B-100,SUBSTANCE
54535,Tri-B-100 Tab,SUBSTANCE
54536,Tri-n-butyl phosphate,SUBSTANCE
54537,Tri-n-butylfosfat,SUBSTANCE
54538,Triam,SUBSTANCE
54539,Triam Inj væske 10 mg/ml,SUBSTANCE
54540,Triam campus,SUBSTANCE
54541,Triam campus Inj væske 10 mg/ml,SUBSTANCE
54542,Triamcinolon Nesespray 55 mikrog/dose,SUBSTANCE
54543,Triamcinolon og antibiotika,SUBSTANCE
54544,Triamcinolon og antiseptika,SUBSTANCE
54545,Triamcinolonacetonid,SUBSTANCE
54546,Triamcinolone,SUBSTANCE
54547,Triamcinolone acetonide,SUBSTANCE
54548,Triamcinolone hexacetonide,SUBSTANCE
54549,Triamcinolonheksacetonid,SUBSTANCE
54550,Triamteren,SUBSTANCE
54551,Triamterene,SUBSTANCE
54552,Trias-C,SUBSTANCE
54553,Trias-C Dråper,SUBSTANCE
54554,Triatec Tab 10 mg,SUBSTANCE
54555,"Triatec Tab 2,5 mg",SUBSTANCE
54556,Triatec Tab 5 mg,SUBSTANCE
54557,Triazikon,SUBSTANCE
54558,Triazolam,SUBSTANCE
54559,Triazolderivater,SUBSTANCE
54560,Tribenosid,SUBSTANCE
54561,Tribenoside,SUBSTANCE
54562,Tribonat,SUBSTANCE
54563,Tribonat Inf væske,SUBSTANCE
54564,Tributyl acetylcitrate,SUBSTANCE
54565,Tributyl citrate,SUBSTANCE
54566,Tributylacetylsitrat,SUBSTANCE
54567,Tributylsitrat,SUBSTANCE
54568,Trica,SUBSTANCE
54569,"Trica Inj væske, susp 20 mg/ml",SUBSTANCE
54570,Tricaine,SUBSTANCE
54571,Tricaine Methanesulfonate,SUBSTANCE
54572,Trichloroacetic acid,SUBSTANCE
54573,Trichlorofluoromethane,SUBSTANCE
54574,Trichlorotrifluoroethane,SUBSTANCE
54575,"Trichophyton Equinum, Strain No.381",SUBSTANCE
54576,"Trichophyton Mentagrophytes, Strain No.1032",SUBSTANCE
54577,"Trichophyton Sarkisovii, Strain No. 551",SUBSTANCE
54578,"Trichophyton Verrucosum, Strain No.410",SUBSTANCE
54579,Trichophyton equinum,SUBSTANCE
54580,Trichophyton mentagrophytes,SUBSTANCE
54581,Trichophyton sarkisovii,SUBSTANCE
54582,Trichophyton verrucosum,SUBSTANCE
54583,"Trichophyton verrucosum extractum (lyophil., steril)",SUBSTANCE
54584,"Trichophyton verrucosum extractum (lyophil., steril) (Trichophyton verrucosum, celleekstrakt)",SUBSTANCE
54585,Triclabendazole,SUBSTANCE
54586,Triclabendazole for veterinary use,SUBSTANCE
54587,Tricycline,SUBSTANCE
54588,Tricycline Kaps,SUBSTANCE
54589,Tridiheksetyl,SUBSTANCE
54590,Trientin,SUBSTANCE
54591,Trientin Tab 150 mg,SUBSTANCE
54592,Trientin tetrahydrochloride,SUBSTANCE
54593,Trientindihydroklorid,SUBSTANCE
54594,Trientine,SUBSTANCE
54595,Trientine dihydrochloride,SUBSTANCE
54596,Trientine dihydrochloride univar,SUBSTANCE
54597,Trientine dihydrochloride univar Kaps 300 mg,SUBSTANCE
54598,Trientine hydrochloride,SUBSTANCE
54599,Trientinhydroklorid,SUBSTANCE
54600,Trientintetrahydroklorid,SUBSTANCE
54601,Triesence,SUBSTANCE
54602,"Triesence Inj væske, susp 40 mg/ml",SUBSTANCE
54603,Trietanolamin,SUBSTANCE
54604,Triethanolamine,SUBSTANCE
54605,Triethyl citrate,SUBSTANCE
54606,Triethylene glycol diacetate,SUBSTANCE
54607,Trietylenglykoldiacetat,SUBSTANCE
54608,Trietylsitrat,SUBSTANCE
54609,Trifaroten,SUBSTANCE
54610,Trifarotene,SUBSTANCE
54611,Trifluoperazin,SUBSTANCE
54612,Trifluoperazine,SUBSTANCE
54613,Trifluperidol,SUBSTANCE
54614,Triflupromazin,SUBSTANCE
54615,Trifluridin,SUBSTANCE
54616,"Trifluridin, kombinasjoner",SUBSTANCE
54617,"Trifluridin/Tipiracil Tab 15 mg/6,14 mg",SUBSTANCE
54618,"Trifluridin/Tipiracil Tab 20 mg/8,19 mg",SUBSTANCE
54619,Trifluridine,SUBSTANCE
54620,Triflusal,SUBSTANCE
54621,Triglycerides (MCT),SUBSTANCE
54622,"Triglycerides, medium-chain",SUBSTANCE
54623,"Triglycerides, rinced, structured",SUBSTANCE
54624,Triglycerol diisostearate,SUBSTANCE
54625,Triglyserider (MCT),SUBSTANCE
54626,Triglyserider av middels kjedelengde,SUBSTANCE
54627,"Triglyserider, rensede, strukturerte",SUBSTANCE
54628,Triglyseroldiisostearat,SUBSTANCE
54629,Triheksyfenidyl,SUBSTANCE
54630,Triheksyfenidylhydroklorid,SUBSTANCE
54631,Triheksylfenidyl,SUBSTANCE
54632,Trihexyphenidyl,SUBSTANCE
54633,Trihexyphenidyl Sirup 5 mg/5 ml,SUBSTANCE
54634,Trihexyphenidyl hydrochloride,SUBSTANCE
54635,Trikain,SUBSTANCE
54636,Trikainmesilat,SUBSTANCE
54637,Triklabendazol,SUBSTANCE
54638,Triklabendazol til dyr,SUBSTANCE
54639,Trikloreddiksyre,SUBSTANCE
54640,Trikloretylen,SUBSTANCE
54641,Triklorfluormetan,SUBSTANCE
54642,Triklormetiazid,SUBSTANCE
54643,Triklormetiazid og kalium,SUBSTANCE
54644,Triklormetiazid og kaliumsparende midler,SUBSTANCE
54645,Triklortrifluoretan,SUBSTANCE
54646,Trilafon Dekanoat,SUBSTANCE
54647,"Trilafon Dekanoat Inj væske 108,2 mg/ml",SUBSTANCE
54648,Trilafon Tab 2 mg,SUBSTANCE
54649,Trilafon Tab 4 mg,SUBSTANCE
54650,Trilafon Tab 8 mg,SUBSTANCE
54651,Trilafon abacus,SUBSTANCE
54652,Trilafon abacus Tab 2 mg,SUBSTANCE
54653,Trilafon abacus Tab 4 mg,SUBSTANCE
54654,Trilafon specific,SUBSTANCE
54655,Trilafon specific Tab 2 mg,SUBSTANCE
54656,Trilafon specific Tab 4 mg,SUBSTANCE
54657,Trilafon specific Tab 8 mg,SUBSTANCE
54658,Trileptal,SUBSTANCE
54659,Trileptal Mikst 60 mg/ml,SUBSTANCE
54660,Trileptal Tab 150 mg,SUBSTANCE
54661,Trileptal Tab 300 mg,SUBSTANCE
54662,Trileptal Tab 600 mg,SUBSTANCE
54663,Trilostan,SUBSTANCE
54664,Trilostane,SUBSTANCE
54665,Trimazosin,SUBSTANCE
54666,Trimbow,SUBSTANCE
54667,Trimbow Inh aerosol 87 mikrog/dose/5 mikrog/dose/9 mikrog/dose,SUBSTANCE
54668,Trimebutin,SUBSTANCE
54669,Trimebutine,SUBSTANCE
54670,Trimebutine maleate,SUBSTANCE
54671,Trimebutinmaleat,SUBSTANCE
54672,Trimegeston,SUBSTANCE
54673,Trimegeston og østrogen,SUBSTANCE
54674,Trimegestone,SUBSTANCE
54675,Trimesolphar macure,SUBSTANCE
54676,Trimesolphar macure Inf væske 80 mg/ml/16 mg/ml,SUBSTANCE
54677,Trimetadion,SUBSTANCE
54678,Trimetafan,SUBSTANCE
54679,Trimetazidin,SUBSTANCE
54680,Trimetazidindihydroklorid,SUBSTANCE
54681,Trimetazidine,SUBSTANCE
54682,Trimetazidine dihydrochloride,SUBSTANCE
54683,Trimethadione,SUBSTANCE
54684,Trimethobenzamide,SUBSTANCE
54685,Trimethoprim,SUBSTANCE
54686,Trimetobenzamid,SUBSTANCE
54687,Trimetoprim Mikst 10 mg/ml,SUBSTANCE
54688,Trimetoprim Tab 100 mg,SUBSTANCE
54689,Trimetoprim Tab 160 mg,SUBSTANCE
54690,Trimetoprim Tab 300 mg,SUBSTANCE
54691,Trimetoprim og derivater,SUBSTANCE
54692,Trimetreksat,SUBSTANCE
54693,Trimetrexate,SUBSTANCE
54694,Trimipramin,SUBSTANCE
54695,Trimipramin Tab 10 mg,SUBSTANCE
54696,Trimipramin Tab 25 mg,SUBSTANCE
54697,Trimipramine,SUBSTANCE
54698,Trimipramine maleate,SUBSTANCE
54699,Trimipraminmaleat,SUBSTANCE
54700,Trimonil Retard,SUBSTANCE
54701,Trimonil Retard DEPOTtab 150 mg,SUBSTANCE
54702,Trimonil Retard DEPOTtab 300 mg,SUBSTANCE
54703,Trimonil Retard DEPOTtab 600 mg,SUBSTANCE
54704,TrioBe,SUBSTANCE
54705,"TrioBe Tab 0,8 mg/0,5 mg/3 mg",SUBSTANCE
54706,Trioksysalen,SUBSTANCE
54707,Triolif,SUBSTANCE
54708,"Triolif Sugetab med appelsinsmak 2 mg/0,6 mg/1,2 mg",SUBSTANCE
54709,"Triolif Sugetab med honning- og sitronsmak 2 mg/0,6 mg/1,2 mg",SUBSTANCE
54710,"Triolif Sugetab med mintsmak 2 mg/0,6 mg/1,2 mg",SUBSTANCE
54711,Triomar,SUBSTANCE
54712,Triomar Kaps,SUBSTANCE
54713,Triomar Kaps 1000 mg/660 mg,SUBSTANCE
54714,Triomar Kaps 1000 mg/700 mg,SUBSTANCE
54715,Triomar høykonsentrert,SUBSTANCE
54716,Triomar høykonsentrert Kaps 1050 mg/3000 mg/1500 mg,SUBSTANCE
54717,Triomar ledd,SUBSTANCE
54718,Triomar ledd Kaps,SUBSTANCE
54719,Trioxsalen,SUBSTANCE
54720,Tripelennamin,SUBSTANCE
54721,Triprolidin,SUBSTANCE
54722,Triptorelin,SUBSTANCE
54723,Triptorelin Pamoate,SUBSTANCE
54724,Triptorelin acetate,SUBSTANCE
54725,Triptorelinacetat,SUBSTANCE
54726,Triptorelinpamoat,SUBSTANCE
54727,Trisekvens,SUBSTANCE
54728,Trisekvens Tab,SUBSTANCE
54729,Trisenox,SUBSTANCE
54730,Trisenox Kons til inf væske 1 mg/ml,SUBSTANCE
54731,Tritokvalin,SUBSTANCE
54732,Triton X-100,SUBSTANCE
54733,Triumeq,SUBSTANCE
54734,Triumeq Tab 50 mg/600 mg/300 mg,SUBSTANCE
54735,Trizivir,SUBSTANCE
54736,Trizivir Tab 300 mg/150 mg/300 mg,SUBSTANCE
54737,Trofosfamid,SUBSTANCE
54738,Trofosfamide,SUBSTANCE
54739,Troglitazon,SUBSTANCE
54740,Trokserutin,SUBSTANCE
54741,Trolamin,SUBSTANCE
54742,Trolamine,SUBSTANCE
54743,Troleandomycin,SUBSTANCE
54744,Trolnitrat,SUBSTANCE
54745,"Trolnitrat, kombinasjoner",SUBSTANCE
54746,Tromantadin,SUBSTANCE
54747,Tromantadine,SUBSTANCE
54748,Trombin alfa,SUBSTANCE
54749,"Trombin, bovint",SUBSTANCE
54750,"Trombin, humant",SUBSTANCE
54751,Trometamol SA,SUBSTANCE
54752,"Trometamol SA Inj væske 0,5 mmol/ml",SUBSTANCE
54753,Trometamol hydrochloride,SUBSTANCE
54754,Trometamolhydroklorid,SUBSTANCE
54755,Tropatepin,SUBSTANCE
54756,Tropicamide,SUBSTANCE
54757,Tropicamide Minims bausch & lomb,SUBSTANCE
54758,Tropicamide Minims bausch & lomb Øyedr 1 % w/v,SUBSTANCE
54759,Tropikamid Minims,SUBSTANCE
54760,Tropikamid Minims Øyedr 5 mg/ml,SUBSTANCE
54761,Tropisetron,SUBSTANCE
54762,Tropisetron Kaps 5 mg,SUBSTANCE
54763,Tropisetron hydrochloride,SUBSTANCE
54764,Tropisetronhydroklorid,SUBSTANCE
54765,Trospium chloride,SUBSTANCE
54766,Trospiumklorid,SUBSTANCE
54767,Trovafloksacin,SUBSTANCE
54768,Troxerutin,SUBSTANCE
54769,True Test 36 specific,SUBSTANCE
54770,True Test 36 specific Plaster til provokasjonstest,SUBSTANCE
54771,True Test panel 1+2+3,SUBSTANCE
54772,True Test panel 1+2+3 Medisinert plaster,SUBSTANCE
54773,Trulicity,SUBSTANCE
54774,"Trulicity Inj væske 0,75 mg/sprøyte",SUBSTANCE
54775,"Trulicity Inj væske 1,5 mg/sprøyte",SUBSTANCE
54776,Trumenba,SUBSTANCE
54777,"Trumenba Inj væske, susp 60 mikrog/dose/60 mikrog/dose",SUBSTANCE
54778,Trusopt,SUBSTANCE
54779,Trusopt Øyedr 20 mg/ml,SUBSTANCE
54780,Truvada,SUBSTANCE
54781,Truvada Tab 200 mg/245 mg,SUBSTANCE
54782,Truxal Tab 15 mg,SUBSTANCE
54783,Truxal Tab 25 mg,SUBSTANCE
54784,Truxal Tab 50 mg,SUBSTANCE
54785,Tryptophan,SUBSTANCE
54786,"Tuberculin for human use, old",SUBSTANCE
54787,Tuberculin purified protein derivative for human use,SUBSTANCE
54788,"Tuberculin purified protein derivative, avian",SUBSTANCE
54789,"Tuberculin purified protein derivative, bovine",SUBSTANCE
54790,"Tuberkulin (PPD) til fjørfe, renset",SUBSTANCE
54791,"Tuberkulin (PPD) til humanbruk, renset",SUBSTANCE
54792,"Tuberkulin (PPD) til storfe, renset",SUBSTANCE
54793,Tuberkulin PPD SA,SUBSTANCE
54794,Tuberkulin PPD SA Oppl til risptest,SUBSTANCE
54795,Tuberkulose vaksiner,SUBSTANCE
54796,"Tuberkulose, levende, svekket",SUBSTANCE
54797,Tubocurarine,SUBSTANCE
54798,Tubokurarin,SUBSTANCE
54799,Tulathromycin,SUBSTANCE
54800,Tulatromycin,SUBSTANCE
54801,Tulobuterol,SUBSTANCE
54802,Tumornekrosefaktor alfa (TNF-)-hemmere,SUBSTANCE
54803,Tungress,SUBSTANCE
54804,Turixin,SUBSTANCE
54805,Turixin Nesesalve 2 %,SUBSTANCE
54806,"Turkey herpes virus, live",SUBSTANCE
54807,"Turkey herpes virus, recombinant, Cell-associated, live, expressing the fusion protein of Newcastle diseases virus D-26 lentogenic strain",SUBSTANCE
54808,Turmeric rhizome,SUBSTANCE
54809,"Turmeric, Javanese",SUBSTANCE
54810,Turoctocog Alfa Pegol,SUBSTANCE
54811,Turoctocog alfa,SUBSTANCE
54812,Turoktokog alfa,SUBSTANCE
54813,Turoktokog alfa pegol,SUBSTANCE
54814,Turpentine oil,SUBSTANCE
54815,Tussin,SUBSTANCE
54816,Tussin Mikst med lakrissmak 20 mg/ml,SUBSTANCE
54817,Twinrix Adult,SUBSTANCE
54818,"Twinrix Adult Inj væske, susp 720 ELISA E/ml/20 mikrog/ml",SUBSTANCE
54819,Twinrix Paediatric,SUBSTANCE
54820,"Twinrix Paediatric Inj væske, susp 360 ELISA E/0,5 ml/10 mikrog/0,5 ml",SUBSTANCE
54821,"Tyfoid, inaktivert, helcelle",SUBSTANCE
54822,"Tyfoid, kombinasjoner med paratyfoide varianter",SUBSTANCE
54823,"Tyfoid, oral, levende, svekket",SUBSTANCE
54824,"Tyfoid, renset polysakkarid antigen",SUBSTANCE
54825,Tyfoid-hepatitt A,SUBSTANCE
54826,Tyfoidvaksiner,SUBSTANCE
54827,Tygacil,SUBSTANCE
54828,Tygacil Pulv til inf væske 50 mg,SUBSTANCE
54829,Tyloksapol,SUBSTANCE
54830,Tylosin,SUBSTANCE
54831,Tyloxapol,SUBSTANCE
54832,Tylvalosin,SUBSTANCE
54833,Tymol,SUBSTANCE
54834,Typhae pollen,SUBSTANCE
54835,Typhim Vi,SUBSTANCE
54836,Typhim Vi Inj væske 25 mikrog/sprøyte,SUBSTANCE
54837,Typhus (exanthermaticus) vaksiner,SUBSTANCE
54838,"Typhus exanthematicus, inaktivert, helcelle",SUBSTANCE
54839,Tyr Easy Shake&Go,SUBSTANCE
54840,Tyreotropin alfa,SUBSTANCE
54841,Tyroidea-kjertel,SUBSTANCE
54842,Tyrosin,SUBSTANCE
54843,Tyrosine,SUBSTANCE
54844,Tyrosine 1000,SUBSTANCE
54845,Tyrosinhydroksylasehemmere,SUBSTANCE
54846,Tyrothricin,SUBSTANCE
54847,Tyrotricin,SUBSTANCE
54848,Tysabri,SUBSTANCE
54849,Tysabri Kons til inf væske 20 mg/ml,SUBSTANCE
54850,Tyverb,SUBSTANCE
54851,Tyverb Tab 250 mg,SUBSTANCE
54852,UCD Anamix Infant,SUBSTANCE
54853,UCD Anamix Junior Nøytral,SUBSTANCE
54854,UCD Anamix Junior Vanilje,SUBSTANCE
54855,Ubidecarenone,SUBSTANCE
54856,Ubidekarenon,SUBSTANCE
54857,Ucedane,SUBSTANCE
54858,Ucedane Disperg tab 200 mg,SUBSTANCE
54859,Udenafil,SUBSTANCE
54860,"Udo's choice omega 3,6,9",SUBSTANCE
54861,"Udo's choice omega 3,6,9 Oppl",SUBSTANCE
54862,Udo's choice probiotik 16-49år,SUBSTANCE
54863,Udo's choice probiotik 16-49år Kaps,SUBSTANCE
54864,Udo's choice probiotik 5-15år,SUBSTANCE
54865,Udo's choice probiotik 5-15år Kaps,SUBSTANCE
54866,Udo's choice probiotika 50+,SUBSTANCE
54867,Udo's choice probiotika 50+ Kaps,SUBSTANCE
54868,Udo's choice probiotika super 8,SUBSTANCE
54869,Udo's choice probiotika super 8 Kaps,SUBSTANCE
54870,Ulipristal,SUBSTANCE
54871,Ulipristal Tab 30 mg,SUBSTANCE
54872,Ulipristal Tab 5 mg,SUBSTANCE
54873,Ulipristal acetate,SUBSTANCE
54874,Ulipristalacetat,SUBSTANCE
54875,Ullfett,SUBSTANCE
54876,Ullfett SA,SUBSTANCE
54877,Ullfett SA Salve,SUBSTANCE
54878,Ullfett med flytende parafin SA,SUBSTANCE
54879,Ullfett med flytende parafin SA Salve,SUBSTANCE
54880,"Ullfett, hydrogenert",SUBSTANCE
54881,Ullfettalkoholer,SUBSTANCE
54882,Ulobetasol,SUBSTANCE
54883,Uloric,SUBSTANCE
54884,Uloric Tab 40 mg,SUBSTANCE
54885,Uloric Tab 80 mg,SUBSTANCE
54886,Ultibro Breezhaler,SUBSTANCE
54887,Ultibro Breezhaler Inh pulv 85 mikrog/43 mikrog,SUBSTANCE
54888,Ultiva,SUBSTANCE
54889,Ultiva Pulv til inj/inf væske 1 mg,SUBSTANCE
54890,Ultiva Pulv til inj/inf væske 2 mg,SUBSTANCE
54891,Ultiva Pulv til inj/inf væske 5 mg,SUBSTANCE
54892,UltraClear Plus,SUBSTANCE
54893,UltraClear Plus Pulv,SUBSTANCE
54894,UltraClear Plus Pulv med vaniljesmak,SUBSTANCE
54895,UltraClear Plus pH,SUBSTANCE
54896,UltraClear Plus pH Pulv,SUBSTANCE
54897,UltraClear Plus pH Pulv med vaniljesmak,SUBSTANCE
54898,UltraClear Sustain,SUBSTANCE
54899,UltraClear Sustain Pulv,SUBSTANCE
54900,Ultracare Topical Anaesthetic Gel,SUBSTANCE
54901,"Ultracare Topical Anaesthetic Gel Munngel 17,9 % w/w",SUBSTANCE
54902,Ultracortenol,SUBSTANCE
54903,Ultracortenol Øyesalve 5 mg/g,SUBSTANCE
54904,Ultravist,SUBSTANCE
54905,Ultravist Inj/inf væske 150 mg I/ml,SUBSTANCE
54906,Ultravist Inj/inf væske 240 mg I/ml,SUBSTANCE
54907,Ultravist Inj/inf væske 300 mg I/ml,SUBSTANCE
54908,Ultravist Inj/inf væske 370 mg I/ml,SUBSTANCE
54909,Umanbig,SUBSTANCE
54910,Umanbig Inj væske 180 IE/ml,SUBSTANCE
54911,Umeclidinium,SUBSTANCE
54912,Umeclidinium Bromide,SUBSTANCE
54913,Umeklidinium,SUBSTANCE
54914,Umeklidinium Inh pulv 55 mikrog,SUBSTANCE
54915,Umeklidinium/Vilanterol Inh pulv 55 mikrog/22 mikrog,SUBSTANCE
54916,Umeklidiniumbromid,SUBSTANCE
54917,Umifenovir,SUBSTANCE
54918,Uncaria stem with hooks,SUBSTANCE
54919,Uncariastengel med torner,SUBSTANCE
54920,Undecylenic acid,SUBSTANCE
54921,Undekylensyre,SUBSTANCE
54922,Undestor Testocaps,SUBSTANCE
54923,Undestor Testocaps Kaps 40 mg,SUBSTANCE
54924,Unikalk Basic,SUBSTANCE
54925,Unikalk Basic Tab 400 mg,SUBSTANCE
54926,Unikalk Extra,SUBSTANCE
54927,Unikalk Extra Tab 300 mg/150 mg/10 mikrog,SUBSTANCE
54928,Unikalk Forte,SUBSTANCE
54929,Unikalk Forte Tab 400 mg/19 mikrog,SUBSTANCE
54930,Unikalk Mega,SUBSTANCE
54931,Unikalk Mega Tab 400 mg/38 mikrog,SUBSTANCE
54932,Unikalk Silver,SUBSTANCE
54933,Unikalk Silver Tab 400 mg/10 mikrog,SUBSTANCE
54934,Unoprostone Isopropyl,SUBSTANCE
54935,Unoprostonisopropyl,SUBSTANCE
54936,Upadacitinib,SUBSTANCE
54937,Uptravi,SUBSTANCE
54938,Uptravi Tab 1000 mikrog,SUBSTANCE
54939,Uptravi Tab 1200 mikrog,SUBSTANCE
54940,Uptravi Tab 1400 mikrog,SUBSTANCE
54941,Uptravi Tab 1600 mikrog,SUBSTANCE
54942,Uptravi Tab 200 mikrog,SUBSTANCE
54943,Uptravi Tab 400 mikrog,SUBSTANCE
54944,Uptravi Tab 600 mikrog,SUBSTANCE
54945,Uptravi Tab 800 mikrog,SUBSTANCE
54946,Uramustin,SUBSTANCE
54947,Uramustine,SUBSTANCE
54948,Urapidil,SUBSTANCE
54949,Urbase,SUBSTANCE
54950,Urbase Pulv,SUBSTANCE
54951,Urea (13C),SUBSTANCE
54952,Urea (13C) Tab 50 mg,SUBSTANCE
54953,Urea 1,SUBSTANCE
54954,Urea Krem 5 %,SUBSTANCE
54955,Urginea maritima,SUBSTANCE
54956,Urizia,SUBSTANCE
54957,"Urizia Tab modif frisetting 6 mg/0,4 mg",SUBSTANCE
54958,Uro-Vaxom,SUBSTANCE
54959,Uro-Vaxom Kaps 6 mg,SUBSTANCE
54960,Urocit-k,SUBSTANCE
54961,Urocit-k DEPOTtab 1080 mg,SUBSTANCE
54962,Urocit-k DEPOTtab 540 mg,SUBSTANCE
54963,Urofollitropin,SUBSTANCE
54964,Uromitexan,SUBSTANCE
54965,Uromitexan Inj væske 100 mg/ml,SUBSTANCE
54966,Uromitexan Tab 400 mg,SUBSTANCE
54967,Uromitexan Tab 600 mg,SUBSTANCE
54968,Ursochol,SUBSTANCE
54969,Ursochol Kaps 250 mg,SUBSTANCE
54970,Ursodeoksykolsyre Kaps 250 mg,SUBSTANCE
54971,Ursodeoksykolsyre Tab 500 mg,SUBSTANCE
54972,Ursodeoxycholic acid,SUBSTANCE
54973,Ursodeoxycholic acid Orion,SUBSTANCE
54974,Ursodeoxycholic acid Orion Kaps 250 mg,SUBSTANCE
54975,Ursofalk,SUBSTANCE
54976,Ursofalk Kaps 250 mg,SUBSTANCE
54977,Ursofalk Mikst 50 mg/ml,SUBSTANCE
54978,Ursofalk Tab 500 mg,SUBSTANCE
54979,Urteekstrakt,SUBSTANCE
54980,Urteekstrakt CandiBactrin-BR,SUBSTANCE
